file_id,true_label,v21_prediction,v21_confidence,v21_margin,v21_entropy,v21_prob_Neutral,v21_prob_Happy,v21_prob_Angry,v21_prob_Sad,v21_prob_Fear,v21_prob_Disgust,v21_prob_Boredom,v13_prediction,v13_confidence,v13_margin,v13_entropy,v13_prob_Neutral,v13_prob_Happy,v13_prob_Angry,v13_prob_Sad,v13_prob_Fear,v13_prob_Disgust,v13_prob_Boredom,protected_prediction,protected_confidence,protected_margin,protected_entropy,protected_prob_Neutral,protected_prob_Happy,protected_prob_Angry,protected_prob_Sad,protected_prob_Fear,protected_prob_Disgust,protected_prob_Boredom,audio_prediction,audio_confidence,audio_margin,audio_entropy,audio_prob_Neutral,audio_prob_Happy,audio_prob_Angry,audio_prob_Sad,audio_prob_Fear,audio_prob_Disgust,audio_prob_Boredom,final_prediction,final_confidence,final_margin,final_entropy,final_prob_Neutral,final_prob_Happy,final_prob_Angry,final_prob_Sad,final_prob_Fear,final_prob_Disgust,final_prob_Boredom,final_changed_protected_prediction,audio_agrees_with_final,audio_agrees_with_protected,v21_correct,v13_correct,protected_correct,audio_correct,final_correct,fusion_effect,changed,corrected,damaged,selective_rule_triggered
1_0_5_22,Happy,Happy,0.6244795459994219,0.4778693537537152,1.1842273156004322,0.1466101922457067,0.6244795459994219,0.0186641164482231,0.0119957441791488,0.0225235806926872,0.0369301165292159,0.1387967039055964,Happy,0.6244795459994219,0.4778693537537152,1.1842273156004322,0.14661019224570673,0.6244795459994219,0.018664116448223102,0.011995744179148803,0.022523580692687204,0.036930116529215906,0.13879670390559642,Happy,0.6244795459994219,0.4778693537537152,1.1842273156004322,0.14661019224570673,0.6244795459994219,0.018664116448223102,0.011995744179148803,0.022523580692687204,0.036930116529215906,0.13879670390559642,Happy,0.33034878322941985,0.0965467385668825,1.7019766144725037,0.23380204466253734,0.33034878322941985,0.061394257154052216,0.025212394762869506,0.14731427544071501,0.13674835560443802,0.06517988914596802,Happy,0.6244795459994219,0.4778693537537152,1.1842273156004322,0.1466101922457067,0.6244795459994219,0.0186641164482231,0.0119957441791488,0.0225235806926872,0.0369301165292159,0.1387967039055964,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
4_0_7_05,Sad,Sad,0.7971496953679852,0.7048196357549388,0.8132858200378134,0.0144422794314557,0.0206337101597404,0.0164702494156713,0.7971496953679852,0.0403832756326933,0.0185907303794077,0.0923300596130464,Sad,0.7971496953679851,0.7048196357549387,0.8132858200378136,0.014442279431455705,0.020633710159740408,0.016470249415671306,0.7971496953679851,0.04038327563269331,0.018590730379407706,0.09233005961304643,Sad,0.7971496953679852,0.7048196357549388,0.8132858200378135,0.014442279431455703,0.020633710159740408,0.016470249415671302,0.7971496953679852,0.04038327563269331,0.018590730379407703,0.09233005961304641,Sad,0.3486741498278354,0.0903108430891848,1.6309430727413248,0.13522633112912816,0.03120433271353001,0.013686110979514604,0.3486741498278354,0.09971421324261442,0.11313155536872684,0.2583633067386506,Sad,0.7971496953679852,0.7048196357549388,0.8132858200378134,0.0144422794314557,0.0206337101597404,0.0164702494156713,0.7971496953679852,0.0403832756326933,0.0185907303794077,0.0923300596130464,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
3_0_2_16,Fear,Fear,0.8344361153814726,0.7931435024299484,0.7291836785727841,0.0108534685657774,0.0189091455742615,0.036186159427675,0.0396354222200401,0.8344361153814726,0.0412926129515242,0.0186870758792492,Fear,0.8344361153814726,0.7931435024299484,0.7291836785727842,0.010853468565777402,0.018909145574261505,0.03618615942767501,0.03963542222004011,0.8344361153814726,0.041292612951524206,0.018687075879249202,Fear,0.8344361153814726,0.7931435024299484,0.7291836785727841,0.010853468565777402,0.0189091455742615,0.036186159427675,0.0396354222200401,0.8344361153814726,0.041292612951524206,0.0186870758792492,Angry,0.44486143749275703,0.24481625993299613,1.6179215743381472,0.07779240390413443,0.08149794447607904,0.44486143749275703,0.07311150858440033,0.2000451775597609,0.06924553394028263,0.05344599404258582,Fear,0.8344361153814726,0.7931435024299484,0.7291836785727841,0.0108534685657774,0.0189091455742615,0.036186159427675,0.0396354222200401,0.8344361153814726,0.0412926129515242,0.0186870758792492,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
6_1_1_45,Angry,Angry,0.9429042333793668,0.9306818933481567,0.3202710566844372,0.0068274396562582,0.0091481030767439,0.9429042333793668,0.0087940817269165,0.0122223400312102,0.0090915273814865,0.0110122747480179,Angry,0.9429042333793667,0.9306818933481564,0.3202710566844374,0.0068274396562582025,0.009148103076743904,0.9429042333793667,0.008794081726916503,0.012222340031210203,0.009091527381486504,0.011012274748017904,Angry,0.9429042333793668,0.9306818933481565,0.3202710566844373,0.006827439656258202,0.009148103076743904,0.9429042333793668,0.008794081726916501,0.012222340031210203,0.009091527381486504,0.011012274748017904,Angry,0.7980127456351965,0.707139874934366,0.8138804963893888,0.0091078305996478,0.0240388135020457,0.7980127456351965,0.0296132381864781,0.0908728707008305,0.0284113909854882,0.0199431103903131,Angry,0.9429042333793668,0.9306818933481567,0.3202710566844372,0.0068274396562582,0.0091481030767439,0.9429042333793668,0.0087940817269165,0.0122223400312102,0.0090915273814865,0.0110122747480179,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
1_0_5_21,Happy,Happy,0.873153829348212,0.8108755050527361,0.5698671487409277,0.010524328665839,0.873153829348212,0.0090919024604721,0.0171376782968204,0.0107294280287102,0.0170845089044704,0.0622783242954759,Happy,0.873153829348212,0.8108755050527361,0.5698671487409278,0.010524328665839003,0.873153829348212,0.009091902460472104,0.01713767829682041,0.010729428028710204,0.017084508904470407,0.06227832429547592,Happy,0.873153829348212,0.8108755050527361,0.5698671487409278,0.010524328665839001,0.873153829348212,0.009091902460472104,0.017137678296820405,0.010729428028710204,0.017084508904470403,0.06227832429547592,Happy,0.3019763316220884,0.12019334688139297,1.8114385585811417,0.11550697301517344,0.3019763316220884,0.05596814186567712,0.10030022723347932,0.16491160491107357,0.07955373661181273,0.18178298474069546,Happy,0.873153829348212,0.8108755050527361,0.5698671487409277,0.010524328665839,0.873153829348212,0.0090919024604721,0.0171376782968204,0.0107294280287102,0.0170845089044704,0.0622783242954759,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
3_0_6_19,Neutral,Neutral,0.822282892390649,0.7710217946319925,0.7706870154013855,0.822282892390649,0.0512610977586565,0.011579447996473,0.0219461301159463,0.0321778670388885,0.025475592616346,0.0352769720830407,Neutral,0.822282892390649,0.7710217946319925,0.7706870154013855,0.822282892390649,0.05126109775865651,0.011579447996473001,0.021946130115946302,0.03217786703888851,0.025475592616346007,0.03527697208304071,Neutral,0.8222828923906491,0.7710217946319926,0.7706870154013854,0.8222828923906491,0.051261097758656504,0.011579447996473001,0.021946130115946302,0.0321778670388885,0.025475592616346004,0.0352769720830407,Neutral,0.5620919110124675,0.3475487287171985,1.3165451190218411,0.5620919110124675,0.07224044001520792,0.012668636952088504,0.21454318229526897,0.025441149796467607,0.049715078174021814,0.06329960175447773,Neutral,0.822282892390649,0.7710217946319925,0.7706870154013855,0.822282892390649,0.0512610977586565,0.011579447996473,0.0219461301159463,0.0321778670388885,0.025475592616346,0.0352769720830407,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
4_0_5_34,Happy,Happy,0.7408100358830984,0.6130375254466718,0.9585006711746711,0.0336297632224849,0.7408100358830984,0.0170322451283288,0.1277725104364266,0.0256979728430859,0.0201951590715378,0.0348623134150376,Happy,0.7408100358830984,0.6130375254466718,0.9585006711746711,0.033629763222484906,0.7408100358830984,0.017032245128328804,0.12777251043642662,0.025697972843085903,0.020195159071537804,0.03486231341503761,Happy,0.7408100358830985,0.6130375254466718,0.9585006711746711,0.033629763222484906,0.7408100358830985,0.0170322451283288,0.12777251043642662,0.025697972843085903,0.020195159071537804,0.03486231341503761,Sad,0.3341270869995084,0.124556858911785,1.6970719031589205,0.10783312246810504,0.13835541520821865,0.02211882776537531,0.3341270869995084,0.15257692977815304,0.03541838969291621,0.20957022808772338,Happy,0.7408100358830984,0.6130375254466718,0.9585006711746711,0.0336297632224849,0.7408100358830984,0.0170322451283288,0.1277725104364266,0.0256979728430859,0.0201951590715378,0.0348623134150376,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
7_1_6_49,Neutral,Neutral,0.8277722152128175,0.769675450335691,0.7505705683157594,0.8277722152128175,0.025608167475699502,0.013872035709317101,0.024298656447418403,0.026943520485521504,0.023408639792099502,0.05809676487712661,Neutral,0.8277722152128174,0.7696754503356907,0.7505705683157595,0.8277722152128174,0.02560816747569951,0.013872035709317106,0.02429865644741841,0.02694352048552151,0.02340863979209951,0.05809676487712663,Neutral,0.8277722152128175,0.7696754503356908,0.7505705683157594,0.8277722152128175,0.025608167475699505,0.013872035709317105,0.02429865644741841,0.02694352048552151,0.023408639792099506,0.05809676487712662,Neutral,0.2825568408032746,0.09846508655512584,1.777980403927255,0.2825568408032746,0.16079198385492374,0.023849919169317106,0.05938323460222072,0.13458275707536427,0.18409175424814875,0.15474351024675076,Neutral,0.8277722152128175,0.769675450335691,0.7505705683157593,0.8277722152128175,0.0256081674756995,0.0138720357093171,0.0242986564474184,0.0269435204855215,0.0234086397920995,0.0580967648771266,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
10_1_3_14,Boredom,Boredom,0.7563219838088958,0.6617411321712913,0.9350049245307316,0.05363606250979121,0.018105857811518803,0.013539052649867902,0.09458085163760452,0.04648265271519931,0.017333538867122505,0.7563219838088958,Boredom,0.7563219838088957,0.6617411321712912,0.9350049245307317,0.05363606250979122,0.018105857811518807,0.013539052649867905,0.09458085163760453,0.046482652715199316,0.017333538867122508,0.7563219838088957,Boredom,0.7563219838088958,0.6617411321712913,0.9350049245307316,0.05363606250979122,0.018105857811518807,0.013539052649867905,0.09458085163760452,0.046482652715199316,0.017333538867122508,0.7563219838088958,Boredom,0.5321720031318633,0.3341581125619732,1.415365924125593,0.0568129873815464,0.076860395952824,0.0225001965104137,0.1980138905698901,0.0828797129023777,0.0307608135510847,0.5321720031318633,Boredom,0.7563219838088958,0.6617411321712913,0.9350049245307316,0.05363606250979121,0.018105857811518803,0.013539052649867902,0.09458085163760452,0.04648265271519931,0.017333538867122505,0.7563219838088958,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
9_1_5_44,Happy,Happy,0.8092339075719973,0.7606161384451138,0.821723338999218,0.030875425384426104,0.8092339075719973,0.024154092327455905,0.04861776912688351,0.027756421734762504,0.03764644317063571,0.021715940683839002,Happy,0.8092339075719972,0.7606161384451137,0.8217233389992182,0.03087542538442611,0.8092339075719972,0.024154092327455908,0.048617769126883516,0.02775642173476251,0.037646443170635716,0.021715940683839006,Happy,0.8092339075719971,0.7606161384451136,0.8217233389992181,0.0308754253844261,0.8092339075719971,0.0241540923274559,0.048617769126883495,0.027756421734762504,0.03764644317063571,0.021715940683839,Boredom,0.21703851016693737,0.0359269279724701,1.8676917773420714,0.18111158219446727,0.11580393158521914,0.04155144029025901,0.17545417873192015,0.12913648640464925,0.13990387062654785,0.21703851016693737,Happy,0.8092339075719973,0.7606161384451138,0.821723338999218,0.030875425384426104,0.8092339075719973,0.024154092327455905,0.04861776912688351,0.027756421734762504,0.03764644317063571,0.021715940683839002,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
10_1_4_21,Disgust,Disgust,0.3558123865227702,0.15643721044892694,1.6803433203064329,0.19159128505072245,0.04598507260909821,0.050583580689028615,0.04255741278162961,0.19937517607384325,0.3558123865227702,0.11409508627290774,Neutral,0.28507760159223783,0.022751531610983033,1.7048870216625653,0.28507760159223783,0.04598507260909821,0.050583580689028615,0.04255741278162961,0.19937517607384325,0.2623260699812548,0.11409508627290774,Disgust,0.3137435440790882,0.0800834165846839,1.6994809128168469,0.23366012749440432,0.045985072609098204,0.0505835806890286,0.042557412781629604,0.1993751760738432,0.3137435440790882,0.11409508627290771,Neutral,0.26123676381373134,0.04394974895007653,1.714406508340455,0.26123676381373134,0.21728701486365481,0.004075126581427201,0.056628351042008106,0.11265771457990241,0.21025946432784504,0.13785556479143113,Disgust,0.3137435440790883,0.08008341658468393,1.6994809128168469,0.23366012749440435,0.045985072609098204,0.050583580689028615,0.042557412781629604,0.19937517607384325,0.3137435440790883,0.11409508627290772,False,False,False,True,False,True,False,True,remained correct,False,False,False,False
6_1_7_03,Sad,Sad,0.707654423540329,0.5243628168633299,0.9691208853277865,0.016888385981678,0.0332970252121438,0.0195117090014365,0.707654423540329,0.0216474353087344,0.0177094142786791,0.1832916066769992,Sad,0.707654423540329,0.5243628168633299,0.9691208853277868,0.016888385981678005,0.03329702521214381,0.019511709001436502,0.707654423540329,0.021647435308734402,0.017709414278679104,0.18329160667699923,Sad,0.707654423540329,0.5243628168633299,0.9691208853277868,0.016888385981678005,0.03329702521214381,0.019511709001436502,0.707654423540329,0.021647435308734402,0.017709414278679104,0.18329160667699923,Boredom,0.36682287921122636,0.18219897921673564,1.6777099035145326,0.18462389999449072,0.10609175810488693,0.024352133080429907,0.16196251762800803,0.11986739330575603,0.03627941867520191,0.36682287921122636,Sad,0.707654423540329,0.5243628168633299,0.9691208853277865,0.016888385981678,0.0332970252121438,0.0195117090014365,0.707654423540329,0.0216474353087344,0.0177094142786791,0.1832916066769992,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
9_1_5_13,Happy,Happy,0.7102335368108494,0.6017085728159719,1.0669961417551908,0.03841128405582701,0.7102335368108494,0.016742589064055503,0.061754521496266215,0.043058946228349104,0.021274158349775304,0.10852496399487753,Happy,0.7102335368108493,0.6017085728159718,1.0669961417551908,0.03841128405582701,0.7102335368108493,0.016742589064055503,0.061754521496266215,0.043058946228349104,0.021274158349775304,0.10852496399487753,Happy,0.7102335368108493,0.6017085728159718,1.0669961417551908,0.03841128405582701,0.7102335368108493,0.016742589064055503,0.0617545214962662,0.0430589462283491,0.021274158349775304,0.10852496399487752,Fear,0.30795299878666216,0.08635823503945311,1.7549726734198439,0.11600479632561073,0.053419981588149416,0.03438797318856371,0.14603428712969482,0.30795299878666216,0.12060519923411013,0.22159476374720904,Happy,0.7102335368108494,0.6017085728159719,1.0669961417551908,0.03841128405582701,0.7102335368108494,0.016742589064055503,0.061754521496266215,0.043058946228349104,0.021274158349775304,0.10852496399487753,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
4_0_6_31,Neutral,Neutral,0.37334956449620865,0.1470557914233156,1.6581430500389875,0.37334956449620865,0.03946053979093671,0.03252921791572411,0.09909604937759182,0.14924676852128374,0.08002408682536191,0.22629377307289306,Neutral,0.37334956449620865,0.1470557914233156,1.6581430500389875,0.37334956449620865,0.03946053979093671,0.03252921791572411,0.09909604937759182,0.14924676852128374,0.08002408682536191,0.22629377307289306,Neutral,0.37334956449620865,0.1470557914233156,1.6581430500389875,0.37334956449620865,0.03946053979093671,0.03252921791572411,0.09909604937759184,0.14924676852128377,0.08002408682536191,0.22629377307289306,Sad,0.2829899348999377,0.040921175191158815,1.740196456268845,0.24206875970877886,0.04259196124321651,0.03834955343442291,0.2829899348999377,0.12315702204012532,0.08486402176849961,0.18597874690501912,Neutral,0.37334956449620865,0.1470557914233156,1.6581430500389875,0.37334956449620865,0.03946053979093671,0.03252921791572411,0.09909604937759182,0.14924676852128374,0.08002408682536191,0.22629377307289306,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
8_1_5_37,Happy,Neutral,0.4192485822778706,0.19673764100942634,1.5960393871321916,0.4192485822778706,0.22251094126844426,0.023874651323984607,0.03862496080660731,0.08852604154257912,0.08902593323009972,0.11818888955041443,Neutral,0.41924858227787054,0.19673764100942626,1.5960393871321916,0.41924858227787054,0.22251094126844428,0.023874651323984607,0.038624960806607316,0.08852604154257913,0.08902593323009973,0.11818888955041444,Neutral,0.4192485822778705,0.19673764100942626,1.5960393871321916,0.4192485822778705,0.22251094126844423,0.0238746513239846,0.03862496080660731,0.08852604154257912,0.08902593323009972,0.11818888955041441,Happy,0.2469561901039385,0.028296118739511905,1.829657724906666,0.08609741945369853,0.2469561901039385,0.07025764970532523,0.08674827539655673,0.21866007136442658,0.09347057460763662,0.19780981936841777,Neutral,0.4192485822778706,0.19673764100942634,1.5960393871321916,0.4192485822778706,0.22251094126844426,0.023874651323984607,0.03862496080660731,0.08852604154257912,0.08902593323009972,0.11818888955041443,False,False,False,False,False,False,True,False,remained incorrect,False,False,False,False
